title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
Collagen-based mechanical anisotropy of the tectorial membrane: implications for inter-row coupling of outer hair cell bundles.,https://doi.org/10.1371/journal.pone.0004877,19293929,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.77, Weighted sum of stars: 1.0,Good,31-Mar-09,"Gavara N, Chadwick RS",New Finding,
Collagen-based mechanical anisotropy of the tectorial membrane: implications for inter-row coupling of outer hair cell bundles.,https://doi.org/10.1371/journal.pone.0004877,19293929,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.77, Weighted sum of stars: 1.0,Good,31-Mar-09,"Gavara N, Chadwick RS",Technical Advance,
Afferent neurons of the zebrafish lateral line are strict selectors of hair-cell orientation.,https://doi.org/10.1371/journal.pone.0004477,19223970,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.34, Weighted sum of stars: 1.0,Good,18-Mar-09,Faucherre A et al.,Confirmation,
"Chronic exposure to the herbicide, atrazine, causes mitochondrial dysfunction and insulin resistance.",https://doi.org/10.1371/journal.pone.0005186,19365547,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.64, Weighted sum of stars: 1.0,Good,27-Apr-09,Lim S et al.,New Finding,
From traditional medicine to witchcraft: why medical treatments are not always efficacious.,https://doi.org/10.1371/journal.pone.0005192,19367333,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2, Weighted sum of stars: 2.0,Very Good,22-Apr-09,Tanaka MM et al.,Controversial,
From traditional medicine to witchcraft: why medical treatments are not always efficacious.,https://doi.org/10.1371/journal.pone.0005192,19367333,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2, Weighted sum of stars: 2.0,Very Good,22-Apr-09,Tanaka MM et al.,Interesting Hypothesis,
From traditional medicine to witchcraft: why medical treatments are not always efficacious.,https://doi.org/10.1371/journal.pone.0005192,19367333,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2, Weighted sum of stars: 2.0,Very Good,22-Apr-09,Tanaka MM et al.,New Finding,
Genome sequence of the pathogenic intestinal spirochete brachyspira hyodysenteriae reveals adaptations to its lifestyle in the porcine large intestine.,https://doi.org/10.1371/journal.pone.0004641,19262690,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.21, Weighted sum of stars: 4.0,Exceptional,21-Apr-09,Bellgard MI et al.,Interesting Hypothesis,
Genome sequence of the pathogenic intestinal spirochete brachyspira hyodysenteriae reveals adaptations to its lifestyle in the porcine large intestine.,https://doi.org/10.1371/journal.pone.0004641,19262690,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.21, Weighted sum of stars: 4.0,Exceptional,21-Apr-09,Bellgard MI et al.,New Finding,
Genome sequence of the pathogenic intestinal spirochete brachyspira hyodysenteriae reveals adaptations to its lifestyle in the porcine large intestine.,https://doi.org/10.1371/journal.pone.0004641,19262690,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.21, Weighted sum of stars: 4.0,Exceptional,21-Apr-09,Bellgard MI et al.,Technical Advance,
Afferent neurons of the zebrafish lateral line are strict selectors of hair-cell orientation.,https://doi.org/10.1371/journal.pone.0004477,19223970,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.34, Weighted sum of stars: 1.0,Good,18-Mar-09,Faucherre A et al.,Technical Advance,
Integrative microRNA and proteomic approaches identify novel osteoarthritis genes and their collaborative metabolic and inflammatory networks.,https://doi.org/10.1371/journal.pone.0003740,19011694,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.28, Weighted sum of stars: 2.0,Very Good,17-Mar-09,Iliopoulos D et al.,New Finding,
"Body mass index, mortality, and gender difference in advanced chronic kidney disease.",https://doi.org/10.1371/journal.pone.0126668,25942584,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,20-May-15,Huang JC et al.,Good for Teaching,
"The Impact of IL28B Genotype and Liver Fibrosis on the Hepatic Expression of IP10, IFI27, ISG15, and MX1 and Their Association with Treatment Outcomes in Patients with Chronic Hepatitis C.",https://doi.org/10.1371/journal.pone.0130899,26115415,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.48, Weighted sum of stars: 1.0,Good,6-Jul-15,Domagalski K et al.,Good for Teaching,
"Body mass index, mortality, and gender difference in advanced chronic kidney disease.",https://doi.org/10.1371/journal.pone.0126668,25942584,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,20-May-15,Huang JC et al.,Interesting Hypothesis,
How outpatient palliative care teleconsultation facilitates empathic patient-professional relationships: a qualitative study.,https://doi.org/10.1371/journal.pone.0124387,25902263,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.2, Weighted sum of stars: 2.0,Very Good,18-May-15,van Gurp J et al.,Good for Teaching,
"The Impact of IL28B Genotype and Liver Fibrosis on the Hepatic Expression of IP10, IFI27, ISG15, and MX1 and Their Association with Treatment Outcomes in Patients with Chronic Hepatitis C.",https://doi.org/10.1371/journal.pone.0130899,26115415,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.48, Weighted sum of stars: 1.0,Good,6-Jul-15,Domagalski K et al.,Interesting Hypothesis,
Anti-hepatitis C virus T-cell immunity in the context of multiple exposures to the virus.,https://doi.org/10.1371/journal.pone.0130420,26107956,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.15, Weighted sum of stars: 1.0,Good,6-Jul-15,Pfafferott K et al.,Good for Teaching,
How outpatient palliative care teleconsultation facilitates empathic patient-professional relationships: a qualitative study.,https://doi.org/10.1371/journal.pone.0124387,25902263,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.2, Weighted sum of stars: 2.0,Very Good,18-May-15,van Gurp J et al.,New Finding,
Anti-hepatitis C virus T-cell immunity in the context of multiple exposures to the virus.,https://doi.org/10.1371/journal.pone.0130420,26107956,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.15, Weighted sum of stars: 1.0,Good,6-Jul-15,Pfafferott K et al.,Interesting Hypothesis,
Short and long-term effects of telaprevir on kidney function in patients with hepatitis C virus infection: a retrospective cohort study.,https://doi.org/10.1371/journal.pone.0124139,25923243,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.15, Weighted sum of stars: 2.0,Good,10-May-15,Sise ME et al.,Confirmation,
Short and long-term effects of telaprevir on kidney function in patients with hepatitis C virus infection: a retrospective cohort study.,https://doi.org/10.1371/journal.pone.0124139,25923243,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.15, Weighted sum of stars: 2.0,Good,10-May-15,Sise ME et al.,Good for Teaching,
Short and long-term effects of telaprevir on kidney function in patients with hepatitis C virus infection: a retrospective cohort study.,https://doi.org/10.1371/journal.pone.0124139,25923243,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.15, Weighted sum of stars: 2.0,Good,10-May-15,Sise ME et al.,Interesting Hypothesis,
Gene expression signature in adipose tissue of acromegaly patients.,https://doi.org/10.1371/journal.pone.0129359,26087292,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,30-Jun-15,Hochberg I et al.,Confirmation,
Gene expression signature in adipose tissue of acromegaly patients.,https://doi.org/10.1371/journal.pone.0129359,26087292,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,30-Jun-15,Hochberg I et al.,Interesting Hypothesis,
Experiences of domestic violence and mental disorders: a systematic review and meta-analysis.,https://doi.org/10.1371/journal.pone.0051740,23300562,Score 10.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 14.88, Weighted sum of stars: 2.0,Very Good,13-May-15,Trevillion K et al.,New Finding,
Genetic Variability of Hepatitis C Virus (HCV) 5' Untranslated Region in HIV/HCV Coinfected Patients Treated with Pegylated Interferon and Ribavirin.,https://doi.org/10.1371/journal.pone.0125604,25932941,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.19, Weighted sum of stars: 1.0,Good,10-May-15,Bukowska-Ośko I et al.,Good for Teaching,
Gene expression signature in adipose tissue of acromegaly patients.,https://doi.org/10.1371/journal.pone.0129359,26087292,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.72, Weighted sum of stars: 1.0,Good,30-Jun-15,Hochberg I et al.,New Finding,
Use of renin-angiotensin system inhibitors is associated with reduction of fracture risk in hemodialysis patients.,https://doi.org/10.1371/journal.pone.0122691,25874620,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 1.0,Good,29-Jun-15,Yamamoto S et al.,Good for Teaching,
Use of renin-angiotensin system inhibitors is associated with reduction of fracture risk in hemodialysis patients.,https://doi.org/10.1371/journal.pone.0122691,25874620,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 1.0,Good,29-Jun-15,Yamamoto S et al.,Interesting Hypothesis,
Use of renin-angiotensin system inhibitors is associated with reduction of fracture risk in hemodialysis patients.,https://doi.org/10.1371/journal.pone.0122691,25874620,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 1.0,Good,29-Jun-15,Yamamoto S et al.,New Finding,
Cellular size as a means of tracking mTOR activity and cell fate of CD4+ T cells upon antigen recognition.,https://doi.org/10.1371/journal.pone.0121710,25849206,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,29-Jun-15,Pollizzi KN et al.,Interesting Hypothesis,
Cellular size as a means of tracking mTOR activity and cell fate of CD4+ T cells upon antigen recognition.,https://doi.org/10.1371/journal.pone.0121710,25849206,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,29-Jun-15,Pollizzi KN et al.,New Finding,
Genetic Variability of Hepatitis C Virus (HCV) 5' Untranslated Region in HIV/HCV Coinfected Patients Treated with Pegylated Interferon and Ribavirin.,https://doi.org/10.1371/journal.pone.0125604,25932941,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.19, Weighted sum of stars: 1.0,Good,10-May-15,Bukowska-Ośko I et al.,Interesting Hypothesis,
Boceprevir or Telaprevir Based Triple Therapy against Chronic Hepatitis C in HIV Coinfection: Real-Life Safety and Efficacy.,https://doi.org/10.1371/journal.pone.0125080,25923540,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.37, Weighted sum of stars: 1.0,Good,10-May-15,Neukam K et al.,Confirmation,
Boceprevir or Telaprevir Based Triple Therapy against Chronic Hepatitis C in HIV Coinfection: Real-Life Safety and Efficacy.,https://doi.org/10.1371/journal.pone.0125080,25923540,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.37, Weighted sum of stars: 1.0,Good,10-May-15,Neukam K et al.,Good for Teaching,
Boceprevir or Telaprevir Based Triple Therapy against Chronic Hepatitis C in HIV Coinfection: Real-Life Safety and Efficacy.,https://doi.org/10.1371/journal.pone.0125080,25923540,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.37, Weighted sum of stars: 1.0,Good,10-May-15,Neukam K et al.,Interesting Hypothesis,
Haemosiderin-laden sputum macrophages for diagnosis in pulmonary veno-occlusive disease.,https://doi.org/10.1371/journal.pone.0115219,25501010,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,5-May-15,Lederer H et al.,Good for Teaching,
Cellular size as a means of tracking mTOR activity and cell fate of CD4+ T cells upon antigen recognition.,https://doi.org/10.1371/journal.pone.0121710,25849206,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,29-Jun-15,Pollizzi KN et al.,Technical Advance,
Acyclovir Therapy Reduces the CD4+ T Cell Response against the Immunodominant pp65 Protein from Cytomegalovirus in Immune Competent Individuals.,https://doi.org/10.1371/journal.pone.0125287,25923913,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 2.0,Good,7-May-15,Pachnio A et al.,Controversial,
Acyclovir Therapy Reduces the CD4+ T Cell Response against the Immunodominant pp65 Protein from Cytomegalovirus in Immune Competent Individuals.,https://doi.org/10.1371/journal.pone.0125287,25923913,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 2.0,Good,7-May-15,Pachnio A et al.,Interesting Hypothesis,
Haemosiderin-laden sputum macrophages for diagnosis in pulmonary veno-occlusive disease.,https://doi.org/10.1371/journal.pone.0115219,25501010,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,5-May-15,Lederer H et al.,Technical Advance,
Acyclovir Therapy Reduces the CD4+ T Cell Response against the Immunodominant pp65 Protein from Cytomegalovirus in Immune Competent Individuals.,https://doi.org/10.1371/journal.pone.0125287,25923913,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.29, Weighted sum of stars: 2.0,Good,7-May-15,Pachnio A et al.,New Finding,
"Evidence for intermolecular interactions between the intracellular domains of the arabidopsis receptor-like kinase ACR4, its homologs and the Wox5 transcription factor.",https://doi.org/10.1371/journal.pone.0118861,25756623,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.41, Weighted sum of stars: 1.0,Good,30-Apr-15,Meyer MR et al.,New Finding,
Activation of GPER-1 estradiol receptor downregulates production of testosterone in isolated rat Leydig cells and adult human testis.,https://doi.org/10.1371/journal.pone.0092425,24736568,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.23, Weighted sum of stars: 2.0,Very Good,28-Jun-15,Vaucher L et al.,New Finding,
Age-related nuclear translocation of P2X6 subunit modifies splicing activity interacting with splicing factor 3A1.,https://doi.org/10.1371/journal.pone.0123121,25874565,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.32, Weighted sum of stars: 4.0,Exceptional,29-Apr-15,Díaz-Hernández JI et al.,New Finding,
Arginine consumption by the intestinal parasite Giardia intestinalis reduces proliferation of intestinal epithelial cells.,https://doi.org/10.1371/journal.pone.0045325,23028934,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.62, Weighted sum of stars: 1.0,Good,28-Apr-15,Stadelmann B et al.,New Finding,
Where should I send it? Optimizing the submission decision process.,https://doi.org/10.1371/journal.pone.0115451,25616103,Score 55.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 12.0,Good,16-Feb-15,"Salinas S, Munch SB",Confirmation,
Where should I send it? Optimizing the submission decision process.,https://doi.org/10.1371/journal.pone.0115451,25616103,Score 55.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 12.0,Good,16-Feb-15,"Salinas S, Munch SB",Controversial,
Where should I send it? Optimizing the submission decision process.,https://doi.org/10.1371/journal.pone.0115451,25616103,Score 55.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 12.0,Good,16-Feb-15,"Salinas S, Munch SB",Good for Teaching,
Where should I send it? Optimizing the submission decision process.,https://doi.org/10.1371/journal.pone.0115451,25616103,Score 55.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 12.0,Good,16-Feb-15,"Salinas S, Munch SB",Interesting Hypothesis,
What Difference Does Patient and Public Involvement Make and What Are Its Pathways to Impact? Qualitative Study of Patients and Researchers from a Cohort of Randomised Clinical Trials.,https://doi.org/10.1371/journal.pone.0128817,26053063,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.78, Weighted sum of stars: 1.0,Good,23-Jun-15,Dudley L et al.,Good for Teaching,
"Coccidioides endospores and spherules draw strong chemotactic, adhesive, and phagocytic responses by individual human neutrophils.",https://doi.org/10.1371/journal.pone.0129522,26070210,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.5, Weighted sum of stars: 1.0,Good,22-Jun-15,Lee CY et al.,Good for Teaching,
"Coccidioides endospores and spherules draw strong chemotactic, adhesive, and phagocytic responses by individual human neutrophils.",https://doi.org/10.1371/journal.pone.0129522,26070210,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.5, Weighted sum of stars: 1.0,Good,22-Jun-15,Lee CY et al.,Technical Advance,
Origin and characteristics of high Shannon entropy at the pivot of locally stable rotors: insights from computational simulation.,https://doi.org/10.1371/journal.pone.0110662,25401331,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.31, Weighted sum of stars: 1.0,Good,18-Jun-15,Ganesan AN et al.,New Finding,
Where should I send it? Optimizing the submission decision process.,https://doi.org/10.1371/journal.pone.0115451,25616103,Score 55.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 12.0,Good,16-Feb-15,"Salinas S, Munch SB",New Finding,
Commensal bacteria regulate thymic Aire expression.,https://doi.org/10.1371/journal.pone.0105904,25157574,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 1.0,Good,27-Apr-15,Nakajima A et al.,Interesting Hypothesis,
Genetic analysis of ligation-induced neointima formation in an F2 intercross of C57BL/6 and FVB/N inbred mouse strains.,https://doi.org/10.1371/journal.pone.0121899,25875831,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.11, Weighted sum of stars: 1.0,Good,27-Apr-15,Östergren C et al.,Confirmation,
Genetic analysis of ligation-induced neointima formation in an F2 intercross of C57BL/6 and FVB/N inbred mouse strains.,https://doi.org/10.1371/journal.pone.0121899,25875831,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.11, Weighted sum of stars: 1.0,Good,27-Apr-15,Östergren C et al.,Good for Teaching,
Origin and characteristics of high Shannon entropy at the pivot of locally stable rotors: insights from computational simulation.,https://doi.org/10.1371/journal.pone.0110662,25401331,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.31, Weighted sum of stars: 1.0,Good,18-Jun-15,Ganesan AN et al.,Technical Advance,
"Hepatitis B, Hepatitis C and HIV-1 Coinfection in Two Informal Urban Settlements in Nairobi, Kenya.",https://doi.org/10.1371/journal.pone.0129247,26068212,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.71, Weighted sum of stars: 1.0,Good,18-Jun-15,Kerubo G et al.,Good for Teaching,
Genetic analysis of ligation-induced neointima formation in an F2 intercross of C57BL/6 and FVB/N inbred mouse strains.,https://doi.org/10.1371/journal.pone.0121899,25875831,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.11, Weighted sum of stars: 1.0,Good,27-Apr-15,Östergren C et al.,Negative / Null Results,
Age as a predictor of significant fibrosis features in HBeAg-negative chronic hepatitis B virus infection with persistently normal alanine aminotransferase.,https://doi.org/10.1371/journal.pone.0123452,25885705,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 1.0,Good,26-Apr-15,Tan Y et al.,Good for Teaching,
"Hepatitis B, Hepatitis C and HIV-1 Coinfection in Two Informal Urban Settlements in Nairobi, Kenya.",https://doi.org/10.1371/journal.pone.0129247,26068212,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.71, Weighted sum of stars: 1.0,Good,18-Jun-15,Kerubo G et al.,Interesting Hypothesis,
Human adipose-tissue derived stromal cells in combination with hypoxia effectively support ex vivo expansion of cord blood haematopoietic progenitors.,https://doi.org/10.1371/journal.pone.0124939,25919031,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 2.0,Very Good,17-Jun-15,Andreeva ER et al.,Confirmation,
Human adipose-tissue derived stromal cells in combination with hypoxia effectively support ex vivo expansion of cord blood haematopoietic progenitors.,https://doi.org/10.1371/journal.pone.0124939,25919031,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 2.0,Very Good,17-Jun-15,Andreeva ER et al.,New Finding,
Age as a predictor of significant fibrosis features in HBeAg-negative chronic hepatitis B virus infection with persistently normal alanine aminotransferase.,https://doi.org/10.1371/journal.pone.0123452,25885705,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 1.0,Good,26-Apr-15,Tan Y et al.,Interesting Hypothesis,
Human adipose-tissue derived stromal cells in combination with hypoxia effectively support ex vivo expansion of cord blood haematopoietic progenitors.,https://doi.org/10.1371/journal.pone.0124939,25919031,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 2.0,Very Good,17-Jun-15,Andreeva ER et al.,Technical Advance,
A Maltose-Binding Protein Fusion Construct Yields a Robust Crystallography Platform for MCL1.,https://doi.org/10.1371/journal.pone.0125010,25909780,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,14-Jun-15,Clifton MC et al.,Good for Teaching,
A Maltose-Binding Protein Fusion Construct Yields a Robust Crystallography Platform for MCL1.,https://doi.org/10.1371/journal.pone.0125010,25909780,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,14-Jun-15,Clifton MC et al.,New Finding,
A Maltose-Binding Protein Fusion Construct Yields a Robust Crystallography Platform for MCL1.,https://doi.org/10.1371/journal.pone.0125010,25909780,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,14-Jun-15,Clifton MC et al.,Novel Drug Target,
Impairment of type I but not type III IFN signaling by hepatitis C virus infection influences antiviral responses in primary human hepatocytes.,https://doi.org/10.1371/journal.pone.0121734,25826356,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.24, Weighted sum of stars: 1.0,Good,23-Apr-15,Friborg J et al.,Interesting Hypothesis,
A Maltose-Binding Protein Fusion Construct Yields a Robust Crystallography Platform for MCL1.,https://doi.org/10.1371/journal.pone.0125010,25909780,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.9, Weighted sum of stars: 2.0,Very Good,14-Jun-15,Clifton MC et al.,Technical Advance,
A panel of novel biomarkers representing different disease pathways improves prediction of renal function decline in type 2 diabetes.,https://doi.org/10.1371/journal.pone.0120995,25973922,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.04, Weighted sum of stars: 1.0,Good,10-Jun-15,Pena MJ et al.,Interesting Hypothesis,
Projections of the current and future disease burden of hepatitis C virus infection in Malaysia.,https://doi.org/10.1371/journal.pone.0128091,26042425,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,10-Jun-15,McDonald SA et al.,Confirmation,
Projections of the current and future disease burden of hepatitis C virus infection in Malaysia.,https://doi.org/10.1371/journal.pone.0128091,26042425,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,10-Jun-15,McDonald SA et al.,Good for Teaching,
Prediction of week 4 virological response in hepatitis C for making decision on triple therapy: the Optim study.,https://doi.org/10.1371/journal.pone.0122613,25826755,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.03, Weighted sum of stars: 1.0,Good,23-Apr-15,Romero-Gómez M et al.,Interesting Hypothesis,
Pegylated-interferon alpha therapy for treatment-experienced chronic hepatitis B patients.,https://doi.org/10.1371/journal.pone.0122259,25835020,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,23-Apr-15,Yeh ML et al.,Good for Teaching,
Projections of the current and future disease burden of hepatitis C virus infection in Malaysia.,https://doi.org/10.1371/journal.pone.0128091,26042425,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,10-Jun-15,McDonald SA et al.,Interesting Hypothesis,
Pectin Enhances Bio-Control Efficacy by Inducing Colonization and Secretion of Secondary Metabolites by Bacillus amyloliquefaciens SQY 162 in the Rhizosphere of Tobacco.,https://doi.org/10.1371/journal.pone.0127418,25996156,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.68, Weighted sum of stars: 2.0,Very Good,9-Jun-15,Wu K et al.,New Finding,
Preclinical studies identify non-apoptotic low-level caspase-3 as therapeutic target in pemphigus vulgaris.,https://doi.org/10.1371/journal.pone.0119809,25748204,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 2.0,Very Good,2-Jun-15,Luyet C et al.,Good for Teaching,
