title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Telomere length affects the frequency and mechanism of antigenic variation in Trypanosoma brucei.,https://doi.org/10.1371/journal.ppat.1002900,22952449,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.33, Weighted sum of stars: 2.0,Very Good,05 Nov 2012,Hovel-Miner GA et al.,Interesting Hypothesis
Exploring new biological functions of amyloids: bacteria cell agglutination mediated by host protein aggregation.,https://doi.org/10.1371/journal.ppat.1003005,23133388,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.44, Weighted sum of stars: 1.0,Good,16 Dec 2012,Torrent M et al.,New Finding
De novo GTP biosynthesis is critical for virulence of the fungal pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.ppat.1002957,23071437,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 2.0,Very Good,10 Dec 2012,Morrow CA et al.,Confirmation
De novo GTP biosynthesis is critical for virulence of the fungal pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.ppat.1002957,23071437,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 2.0,Very Good,10 Dec 2012,Morrow CA et al.,New Finding
Telomere length affects the frequency and mechanism of antigenic variation in Trypanosoma brucei.,https://doi.org/10.1371/journal.ppat.1002900,22952449,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.33, Weighted sum of stars: 2.0,Very Good,05 Nov 2012,Hovel-Miner GA et al.,New Finding
De novo GTP biosynthesis is critical for virulence of the fungal pathogen Cryptococcus neoformans.,https://doi.org/10.1371/journal.ppat.1002957,23071437,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 2.0,Very Good,10 Dec 2012,Morrow CA et al.,Novel Drug Target
Very long O-antigen chains enhance fitness during Salmonella-induced colitis by increasing bile resistance.,https://doi.org/10.1371/journal.ppat.1002918,23028318,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.6, Weighted sum of stars: 2.0,Very Good,10 Dec 2012,Crawford RW et al.,New Finding
Toxoplasma co-opts host cells it does not invade.,https://doi.org/10.1371/journal.ppat.1002825,22910631,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 4.0,Exceptional,29 Nov 2012,Koshy AA et al.,New Finding
A tail-like assembly at the portal vertex in intact herpes simplex type-1 virions.,https://doi.org/10.1371/journal.ppat.1002961,23055933,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.97, Weighted sum of stars: 1.0,Good,25 Oct 2012,Schmid MF et al.,New Finding
IL-10-producing Th1 cells and disease progression are regulated by distinct CD11c⁺ cell populations during visceral leishmaniasis.,https://doi.org/10.1371/journal.ppat.1002827,22911108,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.35, Weighted sum of stars: 1.0,Good,19 Oct 2012,Owens BM et al.,Confirmation
IL-10-producing Th1 cells and disease progression are regulated by distinct CD11c⁺ cell populations during visceral leishmaniasis.,https://doi.org/10.1371/journal.ppat.1002827,22911108,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.35, Weighted sum of stars: 1.0,Good,19 Oct 2012,Owens BM et al.,Controversial
Toxoplasma co-opts host cells it does not invade.,https://doi.org/10.1371/journal.ppat.1002825,22910631,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 4.0,Exceptional,29 Nov 2012,Koshy AA et al.,Technical Advance
IL-10-producing Th1 cells and disease progression are regulated by distinct CD11c⁺ cell populations during visceral leishmaniasis.,https://doi.org/10.1371/journal.ppat.1002827,22911108,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.35, Weighted sum of stars: 1.0,Good,19 Oct 2012,Owens BM et al.,New Finding
Toxin-antitoxin systems are important for niche-specific colonization and stress resistance of uropathogenic Escherichia coli.,https://doi.org/10.1371/journal.ppat.1002954,23055930,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.57, Weighted sum of stars: 2.0,Very Good,18 Oct 2012,"Norton JP, Mulvey MA",Confirmation
Post-transcriptional regulation of the Sef1 transcription factor controls the virulence of Candida albicans in its mammalian host.,https://doi.org/10.1371/journal.ppat.1002956,23133381,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.72, Weighted sum of stars: 1.0,Good,29 Nov 2012,"Chen C, Noble SM",Interesting Hypothesis
"A cell-based screen reveals that the albendazole metabolite, albendazole sulfone, targets Wolbachia.",https://doi.org/10.1371/journal.ppat.1002922,23028321,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 2.0,Very Good,25 Nov 2012,Serbus LR et al.,New Finding
"A cell-based screen reveals that the albendazole metabolite, albendazole sulfone, targets Wolbachia.",https://doi.org/10.1371/journal.ppat.1002922,23028321,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 2.0,Very Good,25 Nov 2012,Serbus LR et al.,Novel Drug Target
Toxin-antitoxin systems are important for niche-specific colonization and stress resistance of uropathogenic Escherichia coli.,https://doi.org/10.1371/journal.ppat.1002954,23055930,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.57, Weighted sum of stars: 2.0,Very Good,18 Oct 2012,"Norton JP, Mulvey MA",New Finding
A cytotoxic type III secretion effector of Vibrio parahaemolyticus targets vacuolar H+-ATPase subunit c and ruptures host cell lysosomes.,https://doi.org/10.1371/journal.ppat.1002803,22829766,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.28, Weighted sum of stars: 2.0,Very Good,09 Oct 2012,Matsuda S et al.,New Finding
T regulatory cells control susceptibility to invasive pneumococcal pneumonia in mice.,https://doi.org/10.1371/journal.ppat.1002660,22563306,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 2.0,Very Good,19 Nov 2012,Neill DR et al.,New Finding
A cytotoxic type III secretion effector of Vibrio parahaemolyticus targets vacuolar H+-ATPase subunit c and ruptures host cell lysosomes.,https://doi.org/10.1371/journal.ppat.1002803,22829766,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.28, Weighted sum of stars: 2.0,Very Good,09 Oct 2012,Matsuda S et al.,Novel Drug Target
"Surface α-1,3-glucan facilitates fungal stealth infection by interfering with innate immunity in plants.",https://doi.org/10.1371/journal.ppat.1002882,22927818,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.4, Weighted sum of stars: 2.0,Very Good,02 Oct 2012,Fujikawa T et al.,Good for Teaching
"Surface α-1,3-glucan facilitates fungal stealth infection by interfering with innate immunity in plants.",https://doi.org/10.1371/journal.ppat.1002882,22927818,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.4, Weighted sum of stars: 2.0,Very Good,02 Oct 2012,Fujikawa T et al.,New Finding
Fungi and the rise of mammals.,https://doi.org/10.1371/journal.ppat.1002808,22916007,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 4.0,Exceptional,01 Oct 2012,Casadevall A,Good for Teaching
The genome of the obligate intracellular parasite Trachipleistophora hominis: new insights into microsporidian genome dynamics and reductive evolution.,https://doi.org/10.1371/journal.ppat.1002979,23133373,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.27, Weighted sum of stars: 4.0,Exceptional,08 Nov 2012,Heinz E et al.,New Finding
Fatty acid oxidation is essential for egg production by the parasitic flatworm Schistosoma mansoni.,https://doi.org/10.1371/journal.ppat.1002996,23133378,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,07 Nov 2012,Huang SC et al.,New Finding
Fatty acid oxidation is essential for egg production by the parasitic flatworm Schistosoma mansoni.,https://doi.org/10.1371/journal.ppat.1002996,23133378,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,07 Nov 2012,Huang SC et al.,Novel Drug Target
Fungi and the rise of mammals.,https://doi.org/10.1371/journal.ppat.1002808,22916007,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.69, Weighted sum of stars: 4.0,Exceptional,01 Oct 2012,Casadevall A,Interesting Hypothesis
Candida albicans scavenges host zinc via Pra1 during endothelial invasion.,https://doi.org/10.1371/journal.ppat.1002777,22761575,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.53, Weighted sum of stars: 3.0,Good,03 Sep 2012,Citiulo F et al.,New Finding
Directly infected resting CD4+T cells can produce HIV Gag without spreading infection in a model of HIV latency.,https://doi.org/10.1371/journal.ppat.1002818,22911005,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 1.0,Good,23 Sep 2012,Pace MJ et al.,Controversial
Directly infected resting CD4+T cells can produce HIV Gag without spreading infection in a model of HIV latency.,https://doi.org/10.1371/journal.ppat.1002818,22911005,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.26, Weighted sum of stars: 1.0,Good,23 Sep 2012,Pace MJ et al.,New Finding
CLEC5A regulates Japanese encephalitis virus-induced neuroinflammation and lethality.,https://doi.org/10.1371/journal.ppat.1002655,22536153,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.94, Weighted sum of stars: 2.0,Very Good,10 May 2012,Chen ST et al.,New Finding
CLEC5A regulates Japanese encephalitis virus-induced neuroinflammation and lethality.,https://doi.org/10.1371/journal.ppat.1002655,22536153,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.94, Weighted sum of stars: 2.0,Very Good,10 May 2012,Chen ST et al.,Novel Drug Target
Reversing the resistance phenotype of the Biomphalaria glabrata snail host Schistosoma mansoni infection by temperature modulation.,https://doi.org/10.1371/journal.ppat.1002677,22577362,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.07, Weighted sum of stars: 1.0,Good,08 May 2012,"Ittiprasert W, Knight M",Interesting Hypothesis
Early priming minimizes the age-related immune compromise of CD8⁺ T cell diversity and function.,https://doi.org/10.1371/journal.ppat.1002544,22383879,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.41, Weighted sum of stars: 4.0,Very Good,08 Mar 2012,Valkenburg SA et al.,New Finding
Reversing the resistance phenotype of the Biomphalaria glabrata snail host Schistosoma mansoni infection by temperature modulation.,https://doi.org/10.1371/journal.ppat.1002677,22577362,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.07, Weighted sum of stars: 1.0,Good,08 May 2012,"Ittiprasert W, Knight M",New Finding
Cell-cell transmission enables HIV-1 to evade inhibition by potent CD4bs directed antibodies.,https://doi.org/10.1371/journal.ppat.1002634,22496655,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.37, Weighted sum of stars: 2.0,Very Good,07 May 2012,Abela IA et al.,Interesting Hypothesis
Cell-cell transmission enables HIV-1 to evade inhibition by potent CD4bs directed antibodies.,https://doi.org/10.1371/journal.ppat.1002634,22496655,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.37, Weighted sum of stars: 2.0,Very Good,07 May 2012,Abela IA et al.,New Finding
Cell-cell transmission enables HIV-1 to evade inhibition by potent CD4bs directed antibodies.,https://doi.org/10.1371/journal.ppat.1002634,22496655,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.37, Weighted sum of stars: 2.0,Very Good,07 May 2012,Abela IA et al.,Technical Advance
Modelling the evolutionary dynamics of viruses within their hosts: a case study using high-throughput sequencing.,https://doi.org/10.1371/journal.ppat.1002654,22532800,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.22, Weighted sum of stars: 1.0,Good,30 Apr 2012,Fabre F et al.,Confirmation
Characterization of monomeric intermediates during VSV glycoprotein structural transition.,https://doi.org/10.1371/journal.ppat.1002556,22383886,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2, Weighted sum of stars: 2.0,Very Good,20 Mar 2012,Albertini AA et al.,New Finding
Modelling the evolutionary dynamics of viruses within their hosts: a case study using high-throughput sequencing.,https://doi.org/10.1371/journal.ppat.1002654,22532800,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.22, Weighted sum of stars: 1.0,Good,30 Apr 2012,Fabre F et al.,Technical Advance
"The bacterial cytoskeleton modulates motility, type 3 secretion, and colonization in Salmonella.",https://doi.org/10.1371/journal.ppat.1002500,22291596,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.83, Weighted sum of stars: 1.0,Good,15 Feb 2012,Bulmer DM et al.,New Finding
Helicobacter pylori versus the host: remodeling of the bacterial outer membrane is required for survival in the gastric mucosa.,https://doi.org/10.1371/journal.ppat.1002454,22216004,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 4.0,Very Good,31 Jan 2012,Cullen TW et al.,New Finding
Role of permissive neuraminidase mutations in influenza A/Brisbane/59/2007-like (H1N1) viruses.,https://doi.org/10.1371/journal.ppat.1002431,22174688,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,30 Jan 2012,Abed Y et al.,Confirmation
Characterization of monomeric intermediates during VSV glycoprotein structural transition.,https://doi.org/10.1371/journal.ppat.1002556,22383886,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.2, Weighted sum of stars: 2.0,Very Good,20 Mar 2012,Albertini AA et al.,New Finding
The bZIP transcription factor Rca1p is a central regulator of a novel CO₂ sensing pathway in yeast.,https://doi.org/10.1371/journal.ppat.1002485,22253597,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 2.0,Good,26 Feb 2012,Cottier F et al.,New Finding
Role of permissive neuraminidase mutations in influenza A/Brisbane/59/2007-like (H1N1) viruses.,https://doi.org/10.1371/journal.ppat.1002431,22174688,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.64, Weighted sum of stars: 2.0,Very Good,30 Jan 2012,Abed Y et al.,New Finding
A molecular mechanism for bacterial susceptibility to zinc.,https://doi.org/10.1371/journal.ppat.1002357,22072971,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.96, Weighted sum of stars: 1.0,Good,16 Jan 2012,McDevitt CA et al.,New Finding
Novel transmembrane receptor involved in phagosome transport of lysozymes and β-hexosaminidase in the enteric protozoan Entamoeba histolytica.,https://doi.org/10.1371/journal.ppat.1002539,22383874,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.81, Weighted sum of stars: 1.0,Good,26 Apr 2012,Furukawa A et al.,New Finding
Fungal virulence and development is regulated by alternative pre-mRNA 3'end processing in Magnaporthe oryzae.,https://doi.org/10.1371/journal.ppat.1002441,22194688,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.77, Weighted sum of stars: 1.0,Good,15 Jan 2012,Franceschetti M et al.,New Finding
The lipid transfer protein CERT interacts with the Chlamydia inclusion protein IncD and participates to ER-Chlamydia inclusion membrane contact sites.,https://doi.org/10.1371/journal.ppat.1002092,21731489,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.33, Weighted sum of stars: 1.0,Good,11 Jan 2012,Derré I et al.,New Finding
The anti-interferon activity of conserved viral dUTPase ORF54 is essential for an effective MHV-68 infection.,https://doi.org/10.1371/journal.ppat.1002292,21998588,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 1.0,Good,11 Jan 2012,Leang RS et al.,New Finding
The bZIP transcription factor Rca1p is a central regulator of a novel CO₂ sensing pathway in yeast.,https://doi.org/10.1371/journal.ppat.1002485,22253597,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 2.0,Good,26 Feb 2012,Cottier F et al.,Technical Advance
A novel mouse model of Schistosoma haematobium egg-induced immunopathology.,https://doi.org/10.1371/journal.ppat.1002605,22479181,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.75, Weighted sum of stars: 1.0,Good,19 Apr 2012,Fu CL et al.,Technical Advance
Efficient capture of infected neutrophils by dendritic cells in the skin inhibits the early anti-leishmania response.,https://doi.org/10.1371/journal.ppat.1002536,22359507,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 2.0,Good,15 Mar 2012,Ribeiro-Gomes FL et al.,Confirmation
Efficient capture of infected neutrophils by dendritic cells in the skin inhibits the early anti-leishmania response.,https://doi.org/10.1371/journal.ppat.1002536,22359507,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 2.0,Good,15 Mar 2012,Ribeiro-Gomes FL et al.,Controversial
Efficient capture of infected neutrophils by dendritic cells in the skin inhibits the early anti-leishmania response.,https://doi.org/10.1371/journal.ppat.1002536,22359507,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 2.0,Good,15 Mar 2012,Ribeiro-Gomes FL et al.,New Finding
The anti-interferon activity of conserved viral dUTPase ORF54 is essential for an effective MHV-68 infection.,https://doi.org/10.1371/journal.ppat.1002292,21998588,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 1.0,Good,11 Jan 2012,Leang RS et al.,Novel Drug Target
Prion uptake in the gut: identification of the first uptake and replication sites.,https://doi.org/10.1371/journal.ppat.1002449,22216002,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.37, Weighted sum of stars: 2.0,Very Good,10 Jan 2012,Kujala P et al.,Controversial
Prion uptake in the gut: identification of the first uptake and replication sites.,https://doi.org/10.1371/journal.ppat.1002449,22216002,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.37, Weighted sum of stars: 2.0,Very Good,10 Jan 2012,Kujala P et al.,New Finding
Population genetic analyses reveal the African origin and strain variation of Cryptococcus neoformans var. grubii.,https://doi.org/10.1371/journal.ppat.1002495,22383873,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.93, Weighted sum of stars: 1.0,Good,07 Mar 2012,"Litvintseva AP, Mitchell TG",Confirmation
The pore-forming toxin listeriolysin O mediates a novel entry pathway of L. monocytogenes into human hepatocytes.,https://doi.org/10.1371/journal.ppat.1002356,22072970,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.59, Weighted sum of stars: 3.0,Good,21 Dec 2011,Vadia S et al.,New Finding
Phagosomal rupture by Mycobacterium tuberculosis results in toxicity and host cell death.,https://doi.org/10.1371/journal.ppat.1002507,22319448,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.72, Weighted sum of stars: 4.0,Very Good,13 Mar 2012,Simeone R et al.,Confirmation
Phagosomal rupture by Mycobacterium tuberculosis results in toxicity and host cell death.,https://doi.org/10.1371/journal.ppat.1002507,22319448,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.72, Weighted sum of stars: 4.0,Very Good,13 Mar 2012,Simeone R et al.,Controversial
Phagosomal rupture by Mycobacterium tuberculosis results in toxicity and host cell death.,https://doi.org/10.1371/journal.ppat.1002507,22319448,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.72, Weighted sum of stars: 4.0,Very Good,13 Mar 2012,Simeone R et al.,New Finding
Phagosomal rupture by Mycobacterium tuberculosis results in toxicity and host cell death.,https://doi.org/10.1371/journal.ppat.1002507,22319448,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.72, Weighted sum of stars: 4.0,Very Good,13 Mar 2012,Simeone R et al.,Technical Advance
A novel role for the NLRC4 inflammasome in mucosal defenses against the fungal pathogen Candida albicans.,https://doi.org/10.1371/journal.ppat.1002379,22174673,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.39, Weighted sum of stars: 2.0,Good,30 Jan 2012,Tomalka J et al.,New Finding
Prion uptake in the gut: identification of the first uptake and replication sites.,https://doi.org/10.1371/journal.ppat.1002449,22216002,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.37, Weighted sum of stars: 2.0,Very Good,10 Jan 2012,Kujala P et al.,Novel Drug Target
Mechanisms of Candida albicans trafficking to the brain.,https://doi.org/10.1371/journal.ppat.1002305,21998592,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,04 Mar 2012,Liu Y et al.,New Finding
"The human cytomegalovirus UL11 protein interacts with the receptor tyrosine phosphatase CD45, resulting in functional paralysis of T cells.",https://doi.org/10.1371/journal.ppat.1002432,22174689,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.17, Weighted sum of stars: 2.0,Very Good,29 Dec 2011,Gabaev I et al.,New Finding
Recruitment of the major vault protein by InlK: a Listeria monocytogenes strategy to avoid autophagy.,https://doi.org/10.1371/journal.ppat.1002168,21829365,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.43, Weighted sum of stars: 1.0,Good,29 Dec 2011,Dortet L et al.,New Finding
Characterising the mucosal and systemic immune responses to experimental human hookworm infection.,https://doi.org/10.1371/journal.ppat.1002520,22346753,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.73, Weighted sum of stars: 1.0,Good,28 Feb 2012,Gaze S et al.,New Finding
The intracellular DNA sensor IFI16 gene acts as restriction factor for human cytomegalovirus replication.,https://doi.org/10.1371/journal.ppat.1002498,22291595,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.74, Weighted sum of stars: 1.0,Good,27 Feb 2012,Gariano GR et al.,New Finding
SARS coronavirus nsp1 protein induces template-dependent endonucleolytic cleavage of mRNAs: viral mRNAs are resistant to nsp1-induced RNA cleavage.,https://doi.org/10.1371/journal.ppat.1002433,22174690,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.8, Weighted sum of stars: 1.0,Good,27 Dec 2011,Huang C et al.,New Finding
Viral mediated redirection of NEMO/IKKγ to autophagosomes curtails the inflammatory cascade.,https://doi.org/10.1371/journal.ppat.1002517,22319449,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.6, Weighted sum of stars: 2.0,Very Good,27 Feb 2012,Fliss PM et al.,New Finding
DNA damage triggers genetic exchange in Helicobacter pylori.,https://doi.org/10.1371/journal.ppat.1001026,20686662,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 1.0,Good,20 Feb 2012,Dorer MS et al.,New Finding
Toward an integrated model of capsule regulation in Cryptococcus neoformans.,https://doi.org/10.1371/journal.ppat.1002411,22174677,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.01, Weighted sum of stars: 1.0,Good,21 Dec 2011,Haynes BC et al.,New Finding
Sequence-based analysis uncovers an abundance of non-coding RNA in the total transcriptome of Mycobacterium tuberculosis.,https://doi.org/10.1371/journal.ppat.1002342,22072964,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.57, Weighted sum of stars: 1.0,Good,15 Dec 2011,Arnvig KB et al.,New Finding
Development of a transformation system for Chlamydia trachomatis: restoration of glycogen biosynthesis by acquisition of a plasmid shuttle vector.,https://doi.org/10.1371/journal.ppat.1002258,21966270,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.49, Weighted sum of stars: 2.0,Very Good,14 Dec 2011,Wang Y et al.,New Finding
,,,,,,,,,
Giardia flagellar motility is not directly required to maintain attachment to surfaces.,https://doi.org/10.1371/journal.ppat.1002167,21829364,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 1.0,Good,16 Nov 2011,House SA et al.,Controversial
Giardia flagellar motility is not directly required to maintain attachment to surfaces.,https://doi.org/10.1371/journal.ppat.1002167,21829364,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 1.0,Good,16 Nov 2011,House SA et al.,New Finding
Development of a transformation system for Chlamydia trachomatis: restoration of glycogen biosynthesis by acquisition of a plasmid shuttle vector.,https://doi.org/10.1371/journal.ppat.1002258,21966270,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.49, Weighted sum of stars: 2.0,Very Good,14 Dec 2011,Wang Y et al.,Technical Advance
Polar flagellar biosynthesis and a regulator of flagellar number influence spatial parameters of cell division in Campylobacter jejuni.,https://doi.org/10.1371/journal.ppat.1002420,22144902,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.51, Weighted sum of stars: 1.0,Good,14 Dec 2011,"Balaban M, Hendrixson DR",New Finding
