title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Aberrant mucin assembly in mice causes endoplasmic reticulum stress and spontaneous inflammation resembling ulcerative colitis.,https://doi.org/10.1371/journal.pmed.0050054,18318598,Score 14.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.24, Weighted sum of stars: 3.0,Very Good,31 Aug 2008,Heazlewood CK et al.,Interesting Hypothesis
Lung cancer occurrence in never-smokers: an analysis of 13 cohorts and 22 cancer registry studies.,https://doi.org/10.1371/journal.pmed.0050185,18788891,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.69, Weighted sum of stars: 2.0,Good,11 Sep 2008,Thun MJ et al.,Interesting Hypothesis
"Multidrug-resistant Plasmodium vivax associated with severe and fatal malaria: a prospective study in Papua, Indonesia.",https://doi.org/10.1371/journal.pmed.0050128,18563962,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.45, Weighted sum of stars: 2.0,Good,30 Jul 2008,Tjitra E et al.,Changes Clinical Practice
Donor-derived brain tumor following neural stem cell transplantation in an ataxia telangiectasia patient.,https://doi.org/10.1371/journal.pmed.1000029,19226183,Score 23.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.86, Weighted sum of stars: 5.0,Very Good,26 Feb 2009,Amariglio N et al.,New Finding
Combined impact of health behaviours and mortality in men and women: the EPIC-Norfolk prospective population study.,https://doi.org/10.1371/journal.pmed.0050012,18184033,Score 10.1,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 16.25,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Good,25 Apr 2008,Khaw KT et al.,Confirmation
Combined impact of health behaviours and mortality in men and women: the EPIC-Norfolk prospective population study.,https://doi.org/10.1371/journal.pmed.0050012,18184033,Score 10.1,.css-x5u47{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;vertical-align:baseline;}.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 16.25,".css-twbpb3{margin-right:0.25rem;display:inline;height:0.625rem;width:0.625rem;fill:rgb(124, 0, 61);vertical-align:baseline;} Weighted sum of stars: 2.0",Good,25 Apr 2008,Khaw KT et al.,New Finding
Aberrant mucin assembly in mice causes endoplasmic reticulum stress and spontaneous inflammation resembling ulcerative colitis.,https://doi.org/10.1371/journal.pmed.0050054,18318598,Score 14.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 11.24, Weighted sum of stars: 3.0,Very Good,31 Aug 2008,Heazlewood CK et al.,New Finding
Inflammatory and coagulation biomarkers and mortality in patients with HIV infection.,https://doi.org/10.1371/journal.pmed.0050203,18942885,Score 10.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 30.53, Weighted sum of stars: 2.0,Very Good,07 Jan 2009,Kuller LH et al.,Confirmation
"Multidrug-resistant Plasmodium vivax associated with severe and fatal malaria: a prospective study in Papua, Indonesia.",https://doi.org/10.1371/journal.pmed.0050128,18563962,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.45, Weighted sum of stars: 2.0,Good,30 Jul 2008,Tjitra E et al.,New Finding
Prevention of SIV rectal transmission and priming of T cell responses in macaques after local pre-exposure application of tenofovir gel.,https://doi.org/10.1371/journal.pmed.0050157,18684007,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 2.0,Very Good,02 Oct 2008,Cranage M et al.,Confirmation
Prevention of SIV rectal transmission and priming of T cell responses in macaques after local pre-exposure application of tenofovir gel.,https://doi.org/10.1371/journal.pmed.0050157,18684007,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 2.0,Very Good,02 Oct 2008,Cranage M et al.,Controversial
Prevention of SIV rectal transmission and priming of T cell responses in macaques after local pre-exposure application of tenofovir gel.,https://doi.org/10.1371/journal.pmed.0050157,18684007,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.3, Weighted sum of stars: 2.0,Very Good,02 Oct 2008,Cranage M et al.,Technical Advance
Evolution of antiretroviral drug costs in Brazil in the context of free and universal access to AIDS treatment.,https://doi.org/10.1371/journal.pmed.0040305,18001145,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.01, Weighted sum of stars: 1.0,Good,14 Sep 2008,Nunn AS et al.,Confirmation
Elevated risk for HIV infection among men who have sex with men in low- and middle-income countries 2000-2006: a systematic review.,https://doi.org/10.1371/journal.pmed.0040339,18052602,Score 10.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.7, Weighted sum of stars: 2.0,Very Good,21 Aug 2008,Baral S et al.,Changes Clinical Practice
Elevated risk for HIV infection among men who have sex with men in low- and middle-income countries 2000-2006: a systematic review.,https://doi.org/10.1371/journal.pmed.0040339,18052602,Score 10.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.7, Weighted sum of stars: 2.0,Very Good,21 Aug 2008,Baral S et al.,Confirmation
Antigen load and viral sequence diversification determine the functional profile of HIV-1-specific CD8+ T cells.,https://doi.org/10.1371/journal.pmed.0050100,18462013,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.51, Weighted sum of stars: 2.0,Very Good,14 May 2008,Streeck H et al.,New Finding
The reversal of fortunes: trends in county mortality and cross-county mortality disparities in the United States.,https://doi.org/10.1371/journal.pmed.0050066,18433290,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 3.0,Very Good,08 May 2008,Ezzati M et al.,Confirmation
Elevated risk for HIV infection among men who have sex with men in low- and middle-income countries 2000-2006: a systematic review.,https://doi.org/10.1371/journal.pmed.0040339,18052602,Score 10.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 15.7, Weighted sum of stars: 2.0,Very Good,21 Aug 2008,Baral S et al.,New Finding
The reversal of fortunes: trends in county mortality and cross-county mortality disparities in the United States.,https://doi.org/10.1371/journal.pmed.0050066,18433290,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 3.0,Very Good,08 May 2008,Ezzati M et al.,New Finding
A collaborative epidemiological investigation into the criminal fake artesunate trade in South East Asia.,https://doi.org/10.1371/journal.pmed.0050032,18271620,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.18, Weighted sum of stars: 2.0,Very Good,11 May 2008,Newton PN et al.,Confirmation
A collaborative epidemiological investigation into the criminal fake artesunate trade in South East Asia.,https://doi.org/10.1371/journal.pmed.0050032,18271620,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.18, Weighted sum of stars: 2.0,Very Good,11 May 2008,Newton PN et al.,New Finding
An erythroid differentiation signature predicts response to lenalidomide in myelodysplastic syndrome.,https://doi.org/10.1371/journal.pmed.0050035,18271621,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,16 Apr 2008,Ebert BL et al.,Interesting Hypothesis
An erythroid differentiation signature predicts response to lenalidomide in myelodysplastic syndrome.,https://doi.org/10.1371/journal.pmed.0050035,18271621,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,16 Apr 2008,Ebert BL et al.,New Finding
An erythroid differentiation signature predicts response to lenalidomide in myelodysplastic syndrome.,https://doi.org/10.1371/journal.pmed.0050035,18271621,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,16 Apr 2008,Ebert BL et al.,Novel Drug Target
Prevention of rectal SHIV transmission in macaques by daily or intermittent prophylaxis with emtricitabine and tenofovir.,https://doi.org/10.1371/journal.pmed.0050028,18254653,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.13, Weighted sum of stars: 2.0,Good,31 Mar 2008,García-Lerma JG et al.,Confirmation
Regulation of peripheral inflammation by spinal p38 MAP kinase in rats.,https://doi.org/10.1371/journal.pmed.0030338,16953659,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.62, Weighted sum of stars: 1.0,Good,20 Aug 2008,Boyle DL et al.,Technical Advance
Diabetes mellitus increases the risk of active tuberculosis: a systematic review of 13 observational studies.,https://doi.org/10.1371/journal.pmed.0050152,18630984,Score 10.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 23.51, Weighted sum of stars: 2.0,Very Good,05 Aug 2008,"Jeon CY, Murray MB",Confirmation
Patient retention in antiretroviral therapy programs in sub-Saharan Africa: a systematic review.,https://doi.org/10.1371/journal.pmed.0040298,17941716,Score 5.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 18.18, Weighted sum of stars: 1.0,Good,09 Dec 2007,Rosen S et al.,New Finding
Diabetes mellitus increases the risk of active tuberculosis: a systematic review of 13 observational studies.,https://doi.org/10.1371/journal.pmed.0050152,18630984,Score 10.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 23.51, Weighted sum of stars: 2.0,Very Good,05 Aug 2008,"Jeon CY, Murray MB",Interesting Hypothesis
Improving melanoma classification by integrating genetic and morphologic features.,https://doi.org/10.1371/journal.pmed.0050120,18532874,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.97, Weighted sum of stars: 3.0,Very Good,03 Jul 2008,Viros A et al.,Confirmation
Prevention of rectal SHIV transmission in macaques by daily or intermittent prophylaxis with emtricitabine and tenofovir.,https://doi.org/10.1371/journal.pmed.0050028,18254653,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.13, Weighted sum of stars: 2.0,Good,31 Mar 2008,García-Lerma JG et al.,Controversial
The fall and rise of US inequities in premature mortality: 1960-2002.,https://doi.org/10.1371/journal.pmed.0050046,18303941,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.3, Weighted sum of stars: 1.0,Good,08 Apr 2008,Krieger N et al.,Interesting Hypothesis
Physician awareness of drug cost: a systematic review.,https://doi.org/10.1371/journal.pmed.0040283,17896856,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.89, Weighted sum of stars: 2.0,Very Good,01 Oct 2007,Allan GM et al.,New Finding
The fall and rise of US inequities in premature mortality: 1960-2002.,https://doi.org/10.1371/journal.pmed.0050046,18303941,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.3, Weighted sum of stars: 1.0,Good,08 Apr 2008,Krieger N et al.,New Finding
Improving melanoma classification by integrating genetic and morphologic features.,https://doi.org/10.1371/journal.pmed.0050120,18532874,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.97, Weighted sum of stars: 3.0,Very Good,03 Jul 2008,Viros A et al.,New Finding
Detection of intracellular bacterial communities in human urinary tract infection.,https://doi.org/10.1371/journal.pmed.0040329,18092884,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.15, Weighted sum of stars: 4.0,Exceptional,11 Jun 2008,Rosen DA et al.,Confirmation
Detection of intracellular bacterial communities in human urinary tract infection.,https://doi.org/10.1371/journal.pmed.0040329,18092884,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.15, Weighted sum of stars: 4.0,Exceptional,11 Jun 2008,Rosen DA et al.,Interesting Hypothesis
Detection of intracellular bacterial communities in human urinary tract infection.,https://doi.org/10.1371/journal.pmed.0040329,18092884,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.15, Weighted sum of stars: 4.0,Exceptional,11 Jun 2008,Rosen DA et al.,New Finding
Male circumcision for prevention of HIV transmission: what the new data mean for HIV prevention in the United States.,https://doi.org/10.1371/journal.pmed.0040223,17676944,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1, Weighted sum of stars: 1.0,Good,09 Sep 2007,Sullivan PS et al.,Confirmation
Antitumor activity of rapamycin in a Phase I trial for patients with recurrent PTEN-deficient glioblastoma.,https://doi.org/10.1371/journal.pmed.0050008,18215105,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.18, Weighted sum of stars: 1.0,Good,07 Apr 2008,Cloughesy TF et al.,Technical Advance
Episodic sexual transmission of HIV revealed by molecular phylodynamics.,https://doi.org/10.1371/journal.pmed.0050050,18351795,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.06, Weighted sum of stars: 1.0,Good,27 Mar 2008,Lewis F et al.,New Finding
Detection of intracellular bacterial communities in human urinary tract infection.,https://doi.org/10.1371/journal.pmed.0040329,18092884,Score 19.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.15, Weighted sum of stars: 4.0,Exceptional,11 Jun 2008,Rosen DA et al.,Technical Advance
MMP1 and MMP7 as potential peripheral blood biomarkers in idiopathic pulmonary fibrosis.,https://doi.org/10.1371/journal.pmed.0050093,18447576,Score 5.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.08, Weighted sum of stars: 1.0,Good,19 May 2008,Rosas IO et al.,Confirmation
Episodic sexual transmission of HIV revealed by molecular phylodynamics.,https://doi.org/10.1371/journal.pmed.0050050,18351795,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.06, Weighted sum of stars: 1.0,Good,27 Mar 2008,Lewis F et al.,Technical Advance
Plasticity of central chemoreceptors: effect of bilateral carotid body resection on central CO2 sensitivity.,https://doi.org/10.1371/journal.pmed.0040239,17676946,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.27, Weighted sum of stars: 4.0,Exceptional,09 Aug 2007,Dahan A et al.,New Finding
Understanding the slow depletion of memory CD4+ T cells in HIV infection.,https://doi.org/10.1371/journal.pmed.0040177,17518516,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.83, Weighted sum of stars: 2.0,Very Good,08 Jul 2007,Yates A et al.,Controversial
Understanding the slow depletion of memory CD4+ T cells in HIV infection.,https://doi.org/10.1371/journal.pmed.0040177,17518516,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.83, Weighted sum of stars: 2.0,Very Good,08 Jul 2007,Yates A et al.,Interesting Hypothesis
Expansion of regulatory T cells in patients with Langerhans cell histiocytosis.,https://doi.org/10.1371/journal.pmed.0040253,17696642,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.38, Weighted sum of stars: 1.0,Good,24 Feb 2008,Senechal B et al.,New Finding
Renal function and risk of coronary heart disease in general populations: new prospective study and systematic review.,https://doi.org/10.1371/journal.pmed.0040270,17803353,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.82, Weighted sum of stars: 1.0,Good,17 Feb 2008,Di Angelantonio E et al.,New Finding
Understanding the slow depletion of memory CD4+ T cells in HIV infection.,https://doi.org/10.1371/journal.pmed.0040177,17518516,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.83, Weighted sum of stars: 2.0,Very Good,08 Jul 2007,Yates A et al.,New Finding
Exercise-induced bronchospasm and atopy in Ghana: two surveys ten years apart.,https://doi.org/10.1371/journal.pmed.0040070,17326711,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.17, Weighted sum of stars: 2.0,Very Good,04 Jul 2007,Addo-Yobo EO et al.,Confirmation
Thioredoxin glutathione reductase from Schistosoma mansoni: an essential parasite enzyme and a key drug target.,https://doi.org/10.1371/journal.pmed.0040206,17579510,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.2, Weighted sum of stars: 1.0,Good,03 Jul 2007,Kuntz AN et al.,New Finding
Thioredoxin glutathione reductase from Schistosoma mansoni: an essential parasite enzyme and a key drug target.,https://doi.org/10.1371/journal.pmed.0040206,17579510,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.2, Weighted sum of stars: 1.0,Good,03 Jul 2007,Kuntz AN et al.,Novel Drug Target
HIV impairs opsonic phagocytic clearance of pregnancy-associated malaria parasites.,https://doi.org/10.1371/journal.pmed.0040181,17535103,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 1.0,Good,24 Jun 2007,Keen J et al.,Controversial
HIV impairs opsonic phagocytic clearance of pregnancy-associated malaria parasites.,https://doi.org/10.1371/journal.pmed.0040181,17535103,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 1.0,Good,24 Jun 2007,Keen J et al.,New Finding
Prophylactic and therapeutic efficacy of human monoclonal antibodies against H5N1 influenza.,https://doi.org/10.1371/journal.pmed.0040178,17535101,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.74, Weighted sum of stars: 2.0,Very Good,30 May 2007,Simmons CP et al.,Technical Advance
Cell-based bone tissue engineering.,https://doi.org/10.1371/journal.pmed.0040009,17311467,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.03, Weighted sum of stars: 2.0,Very Good,14 May 2007,Meijer GJ et al.,Controversial
Cell-based bone tissue engineering.,https://doi.org/10.1371/journal.pmed.0040009,17311467,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.03, Weighted sum of stars: 2.0,Very Good,14 May 2007,Meijer GJ et al.,Interesting Hypothesis
Heritability of malaria in Africa.,https://doi.org/10.1371/journal.pmed.0020340,16259530,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.62, Weighted sum of stars: 1.0,Good,03 Jun 2007,Mackinnon MJ et al.,New Finding
"NSAIDs modulate CDKN2A, TP53, and DNA content risk for progression to esophageal adenocarcinoma.",https://doi.org/10.1371/journal.pmed.0040067,17326708,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.84, Weighted sum of stars: 2.0,Very Good,30 May 2007,Galipeau PC et al.,Confirmation
Impact and process evaluation of integrated community and clinic-based HIV-1 control: a cluster-randomised trial in eastern Zimbabwe.,https://doi.org/10.1371/journal.pmed.0040102,17388666,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.64, Weighted sum of stars: 1.0,Good,30 Apr 2007,Gregson S et al.,Confirmation
Calorie restriction increases muscle mitochondrial biogenesis in healthy humans.,https://doi.org/10.1371/journal.pmed.0040076,17341128,Score 9.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.57, Weighted sum of stars: 2.0,Very Good,22 Apr 2007,Civitarese AE et al.,New Finding
MHC haplotype matching for unrelated hematopoietic cell transplantation.,https://doi.org/10.1371/journal.pmed.0040008,17378697,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 4.0,Very Good,02 Apr 2007,Petersdorf EW et al.,New Finding
MHC haplotype matching for unrelated hematopoietic cell transplantation.,https://doi.org/10.1371/journal.pmed.0040008,17378697,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 4.0,Very Good,02 Apr 2007,Petersdorf EW et al.,Technical Advance
Differences in management of older women influence breast cancer survival: results from a population-based database in Sweden.,https://doi.org/10.1371/journal.pmed.0030025,16409108,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.12, Weighted sum of stars: 1.0,Good,12 Feb 2006,Eaker S et al.,Confirmation
"Randomized, controlled intervention trial of male circumcision for reduction of HIV infection risk: the ANRS 1265 Trial.",https://doi.org/10.1371/journal.pmed.0020298,16231970,Score 20.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 41.1, Weighted sum of stars: 4.0,Exceptional,07 Feb 2006,Auvert B et al.,Confirmation
von Hippel-Lindau disease-associated hemangioblastomas are derived from embryologic multipotent cells.,https://doi.org/10.1371/journal.pmed.0040060,17298169,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 1.0,Good,28 Feb 2007,Park DM et al.,New Finding
Elevated serum levels of interferon-regulated chemokines are biomarkers for active human systemic lupus erythematosus.,https://doi.org/10.1371/journal.pmed.0030491,17177599,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.93, Weighted sum of stars: 1.0,Good,25 Feb 2007,Bauer JW et al.,New Finding
"Randomized, controlled intervention trial of male circumcision for reduction of HIV infection risk: the ANRS 1265 Trial.",https://doi.org/10.1371/journal.pmed.0020298,16231970,Score 20.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 41.1, Weighted sum of stars: 4.0,Exceptional,07 Feb 2006,Auvert B et al.,Controversial
A space-time permutation scan statistic for disease outbreak detection.,https://doi.org/10.1371/journal.pmed.0020059,15719066,Score 5.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 16.24, Weighted sum of stars: 1.0,Good,12 Jan 2006,Kulldorff M et al.,Technical Advance
Oncogenic transformation by inhibitor-sensitive and -resistant EGFR mutants.,https://doi.org/10.1371/journal.pmed.0020313,16187797,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.59, Weighted sum of stars: 1.0,Good,08 Jan 2006,Greulich H et al.,Confirmation
Elevated serum levels of interferon-regulated chemokines are biomarkers for active human systemic lupus erythematosus.,https://doi.org/10.1371/journal.pmed.0030491,17177599,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.93, Weighted sum of stars: 1.0,Good,25 Feb 2007,Bauer JW et al.,Technical Advance
Oncogenic transformation by inhibitor-sensitive and -resistant EGFR mutants.,https://doi.org/10.1371/journal.pmed.0020313,16187797,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.59, Weighted sum of stars: 1.0,Good,08 Jan 2006,Greulich H et al.,New Finding
Antibodies against human cytomegalovirus in the pathogenesis of systemic sclerosis: a gene array approach.,https://doi.org/10.1371/journal.pmed.0030002,16318412,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,28 Dec 2005,Lunardi C et al.,Confirmation
"Unacceptably high mortality related to measles epidemics in Niger, Nigeria, and Chad.",https://doi.org/10.1371/journal.pmed.0040016,17199407,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.44, Weighted sum of stars: 2.0,Very Good,31 Jan 2007,Grais RF et al.,Confirmation
"Proteomic profiling of the amniotic fluid to detect inflammation, infection, and neonatal sepsis.",https://doi.org/10.1371/journal.pmed.0040018,17227133,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.82, Weighted sum of stars: 2.0,Very Good,30 Jan 2007,Buhimschi CS et al.,Interesting Hypothesis
"Proteomic profiling of the amniotic fluid to detect inflammation, infection, and neonatal sepsis.",https://doi.org/10.1371/journal.pmed.0040018,17227133,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.82, Weighted sum of stars: 2.0,Very Good,30 Jan 2007,Buhimschi CS et al.,New Finding
Early-life family structure and microbially induced cancer risk.,https://doi.org/10.1371/journal.pmed.0040007,17227131,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.76, Weighted sum of stars: 1.0,Good,22 Jan 2007,Blaser MJ et al.,Confirmation
Antibodies against human cytomegalovirus in the pathogenesis of systemic sclerosis: a gene array approach.,https://doi.org/10.1371/journal.pmed.0030002,16318412,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.8, Weighted sum of stars: 1.0,Good,28 Dec 2005,Lunardi C et al.,New Finding
Prolonged activation of virus-specific CD8+T cells after acute B19 infection.,https://doi.org/10.1371/journal.pmed.0020343,16253012,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 1.0,Good,16 Nov 2005,Isa A et al.,New Finding
An immune basis for malaria protection by the sickle cell trait.,https://doi.org/10.1371/journal.pmed.0020128,15916466,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.9, Weighted sum of stars: 1.0,Good,24 Aug 2005,Williams TN et al.,New Finding
Are anticapsular antibodies the primary mechanism of protection against invasive pneumococcal disease?,https://doi.org/10.1371/journal.pmed.0020015,15696204,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.28, Weighted sum of stars: 1.0,Good,31 Jan 2005,Lipsitch M et al.,Interesting Hypothesis
Diversity and recognition efficiency of T cell responses to cancer.,https://doi.org/10.1371/journal.pmed.0010028,15578105,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.25, Weighted sum of stars: 2.0,Very Good,22 Dec 2004,Stuge TB et al.,Confirmation
Diversity and recognition efficiency of T cell responses to cancer.,https://doi.org/10.1371/journal.pmed.0010028,15578105,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.25, Weighted sum of stars: 2.0,Very Good,22 Dec 2004,Stuge TB et al.,Controversial
