title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Ecological consistency of SSU rRNA-based operational taxonomic units at a global scale.,https://doi.org/10.1371/journal.pcbi.1003594,24763141,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 1.0,Good,11 May 2014,Schmidt TS et al.,Technical Advance
A probabilistic palimpsest model of visual short-term memory.,https://doi.org/10.1371/journal.pcbi.1004003,25611204,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.34, Weighted sum of stars: 1.0,Good,18 Feb 2015,Matthey L et al.,New Finding
Replication fork polarity gradients revealed by megabase-sized U-shaped replication timing domains in human cell lines.,https://doi.org/10.1371/journal.pcbi.1002443,22496629,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 4.0,Exceptional,18 Feb 2015,Baker A et al.,New Finding
Comprehensive repertoire of foldable regions within whole genomes.,https://doi.org/10.1371/journal.pcbi.1003280,24204229,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.79, Weighted sum of stars: 1.0,Good,06 Jan 2015,"Faure G, Callebaut I",Technical Advance
Multi-level modeling of light-induced stomatal opening offers new insights into its regulation by drought.,https://doi.org/10.1371/journal.pcbi.1003930,25393147,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Nov 2014,Sun Z et al.,Confirmation
Multi-level modeling of light-induced stomatal opening offers new insights into its regulation by drought.,https://doi.org/10.1371/journal.pcbi.1003930,25393147,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Nov 2014,Sun Z et al.,Good for Teaching
Multi-level modeling of light-induced stomatal opening offers new insights into its regulation by drought.,https://doi.org/10.1371/journal.pcbi.1003930,25393147,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Nov 2014,Sun Z et al.,Interesting Hypothesis
Multi-level modeling of light-induced stomatal opening offers new insights into its regulation by drought.,https://doi.org/10.1371/journal.pcbi.1003930,25393147,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Nov 2014,Sun Z et al.,New Finding
Distinct types of disorder in the human proteome: functional implications for alternative splicing.,https://doi.org/10.1371/journal.pcbi.1003030,23633940,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 1.0,Good,08 May 2014,Colak R et al.,New Finding
Replication fork polarity gradients revealed by megabase-sized U-shaped replication timing domains in human cell lines.,https://doi.org/10.1371/journal.pcbi.1002443,22496629,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 4.0,Exceptional,18 Feb 2015,Baker A et al.,Technical Advance
Modulation of elementary calcium release mediates a transition from puffs to waves in an IP3R cluster model.,https://doi.org/10.1371/journal.pcbi.1003965,25569772,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.59, Weighted sum of stars: 2.0,Very Good,08 Feb 2015,Rückl M et al.,Interesting Hypothesis
Modulation of elementary calcium release mediates a transition from puffs to waves in an IP3R cluster model.,https://doi.org/10.1371/journal.pcbi.1003965,25569772,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.59, Weighted sum of stars: 2.0,Very Good,08 Feb 2015,Rückl M et al.,New Finding
Linking myometrial physiology to intrauterine pressure; how tissue-level contractions create uterine contractions of labor.,https://doi.org/10.1371/journal.pcbi.1003850,25330227,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,25 Jan 2015,"Young RC, Barendse P",Interesting Hypothesis
Linking myometrial physiology to intrauterine pressure; how tissue-level contractions create uterine contractions of labor.,https://doi.org/10.1371/journal.pcbi.1003850,25330227,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,25 Jan 2015,"Young RC, Barendse P",New Finding
Linking myometrial physiology to intrauterine pressure; how tissue-level contractions create uterine contractions of labor.,https://doi.org/10.1371/journal.pcbi.1003850,25330227,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 2.0,Very Good,25 Jan 2015,"Young RC, Barendse P",Technical Advance
Direct solution of the Chemical Master Equation using quantized tensor trains.,https://doi.org/10.1371/journal.pcbi.1003359,24626049,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.47, Weighted sum of stars: 4.0,Exceptional,01 May 2014,Kazeev V et al.,Technical Advance
"Waste not, want not: why rarefying microbiome data is inadmissible.",https://doi.org/10.1371/journal.pcbi.1003531,24699258,Score 12.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 63.61, Weighted sum of stars: 2.0,Very Good,08 Apr 2014,"McMurdie PJ, Holmes S",Controversial
Multi-level modeling of light-induced stomatal opening offers new insights into its regulation by drought.,https://doi.org/10.1371/journal.pcbi.1003930,25393147,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.55, Weighted sum of stars: 2.0,Very Good,23 Nov 2014,Sun Z et al.,Technical Advance
GAGA: a new algorithm for genomic inference of geographic ancestry reveals fine level population substructure in Europeans.,https://doi.org/10.1371/journal.pcbi.1003480,24586132,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.13, Weighted sum of stars: 1.0,Good,18 Mar 2014,Lao O et al.,Technical Advance
A quick guide to organizing computational biology projects.,https://doi.org/10.1371/journal.pcbi.1000424,19649301,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 2.0,Very Good,17 Nov 2014,Noble WS,Good for Teaching
PTEN hopping on the cell membrane is regulated via a positively-charged C2 domain.,https://doi.org/10.1371/journal.pcbi.1003817,25211206,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 2.0,Very Good,30 Sep 2014,Yasui M et al.,Interesting Hypothesis
On the importance of polar interactions for complexes containing intrinsically disordered proteins.,https://doi.org/10.1371/journal.pcbi.1003192,23990768,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 1.0,Good,11 Mar 2014,Wong ET et al.,New Finding
Prediction of the P. falciparum target space relevant to malaria drug discovery.,https://doi.org/10.1371/journal.pcbi.1003257,24146604,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 1.0,Good,07 Nov 2013,"Spitzmüller A, Mestres J",New Finding
PTEN hopping on the cell membrane is regulated via a positively-charged C2 domain.,https://doi.org/10.1371/journal.pcbi.1003817,25211206,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 2.0,Very Good,30 Sep 2014,Yasui M et al.,New Finding
Mechanical and assembly units of viral capsids identified via quasi-rigid domain decomposition.,https://doi.org/10.1371/journal.pcbi.1003331,24244139,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 2.0,Very Good,06 Feb 2014,Polles G et al.,Technical Advance
Prediction of the P. falciparum target space relevant to malaria drug discovery.,https://doi.org/10.1371/journal.pcbi.1003257,24146604,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 1.0,Good,07 Nov 2013,"Spitzmüller A, Mestres J",Novel Drug Target
Virus encoded MHC-like decoys diversify the inhibitory KIR repertoire.,https://doi.org/10.1371/journal.pcbi.1003264,24130473,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 2.0,Very Good,24 Oct 2013,Carrillo-Bustamante P et al.,Confirmation
Systematic evaluation of methods for integration of transcriptomic data into constraint-based models of metabolism.,https://doi.org/10.1371/journal.pcbi.1003580,24762745,Score 9.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.61, Weighted sum of stars: 2.0,Very Good,24 Sep 2014,"Machado D, Herrgård M",Technical Advance
Evidence for model-based computations in the human amygdala during Pavlovian conditioning.,https://doi.org/10.1371/journal.pcbi.1002918,23436990,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.53, Weighted sum of stars: 1.0,Good,19 Jan 2014,Prévost C et al.,New Finding
Virus encoded MHC-like decoys diversify the inhibitory KIR repertoire.,https://doi.org/10.1371/journal.pcbi.1003264,24130473,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.52, Weighted sum of stars: 2.0,Very Good,24 Oct 2013,Carrillo-Bustamante P et al.,New Finding
"""Guilt by association"" is the exception rather than the rule in gene networks.",https://doi.org/10.1371/journal.pcbi.1002444,22479173,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 2.0,Very Good,10 Oct 2013,"Gillis J, Pavlidis P",Good for Teaching
"""Guilt by association"" is the exception rather than the rule in gene networks.",https://doi.org/10.1371/journal.pcbi.1002444,22479173,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 2.0,Very Good,10 Oct 2013,"Gillis J, Pavlidis P",Interesting Hypothesis
A comprehensive survey of small-molecule binding pockets in proteins.,https://doi.org/10.1371/journal.pcbi.1003302,24204237,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.84, Weighted sum of stars: 2.0,Very Good,09 Jan 2014,"Gao M, Skolnick J",Confirmation
Reconstructing the genomic content of microbiome taxa through shotgun metagenomic deconvolution.,https://doi.org/10.1371/journal.pcbi.1003292,24146609,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.91, Weighted sum of stars: 1.0,Good,26 Nov 2013,Carr R et al.,Technical Advance
VarWalker: personalized mutation network analysis of putative cancer genes from next-generation sequencing data.,https://doi.org/10.1371/journal.pcbi.1003460,24516372,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.05, Weighted sum of stars: 2.0,Very Good,11 Sep 2014,"Jia P, Zhao Z",New Finding
"""Guilt by association"" is the exception rather than the rule in gene networks.",https://doi.org/10.1371/journal.pcbi.1002444,22479173,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.7, Weighted sum of stars: 2.0,Very Good,10 Oct 2013,"Gillis J, Pavlidis P",New Finding
Membrane-elasticity model of Coatless vesicle budding induced by ESCRT complexes.,https://doi.org/10.1371/journal.pcbi.1002736,23093927,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.85, Weighted sum of stars: 2.0,Very Good,01 Oct 2013,Różycki B et al.,Good for Teaching
Membrane-elasticity model of Coatless vesicle budding induced by ESCRT complexes.,https://doi.org/10.1371/journal.pcbi.1002736,23093927,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.85, Weighted sum of stars: 2.0,Very Good,01 Oct 2013,Różycki B et al.,Interesting Hypothesis
Protein conservation and variation suggest mechanisms of cell type-specific modulation of signaling pathways.,https://doi.org/10.1371/journal.pcbi.1003659,24922536,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.67, Weighted sum of stars: 2.0,Very Good,10 Sep 2014,Schaefer MH et al.,Interesting Hypothesis
Interplay between chaperones and protein disorder promotes the evolution of protein networks.,https://doi.org/10.1371/journal.pcbi.1003674,24968255,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 4.0,Exceptional,29 Jun 2014,"Pechmann S, Frydman J",Good for Teaching
Interplay between chaperones and protein disorder promotes the evolution of protein networks.,https://doi.org/10.1371/journal.pcbi.1003674,24968255,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 4.0,Exceptional,29 Jun 2014,"Pechmann S, Frydman J",Interesting Hypothesis
Membrane-elasticity model of Coatless vesicle budding induced by ESCRT complexes.,https://doi.org/10.1371/journal.pcbi.1002736,23093927,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.85, Weighted sum of stars: 2.0,Very Good,01 Oct 2013,Różycki B et al.,New Finding
Are v1 simple cells optimized for visual occlusions? A comparative study.,https://doi.org/10.1371/journal.pcbi.1003062,23754938,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.26, Weighted sum of stars: 1.0,Good,18 Sep 2013,Bornschein J et al.,Interesting Hypothesis
Are v1 simple cells optimized for visual occlusions? A comparative study.,https://doi.org/10.1371/journal.pcbi.1003062,23754938,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.26, Weighted sum of stars: 1.0,Good,18 Sep 2013,Bornschein J et al.,Technical Advance
Epidemiologically optimal static networks from temporal network data.,https://doi.org/10.1371/journal.pcbi.1003142,23874184,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 1.0,Good,14 Aug 2013,Holme P,Interesting Hypothesis
Epidemiologically optimal static networks from temporal network data.,https://doi.org/10.1371/journal.pcbi.1003142,23874184,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 1.0,Good,14 Aug 2013,Holme P,New Finding
deFuse: an algorithm for gene fusion discovery in tumor RNA-Seq data.,https://doi.org/10.1371/journal.pcbi.1001138,21625565,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.7, Weighted sum of stars: 1.0,Good,08 Aug 2013,McPherson A et al.,New Finding
Interplay between chaperones and protein disorder promotes the evolution of protein networks.,https://doi.org/10.1371/journal.pcbi.1003674,24968255,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 4.0,Exceptional,29 Jun 2014,"Pechmann S, Frydman J",New Finding
deFuse: an algorithm for gene fusion discovery in tumor RNA-Seq data.,https://doi.org/10.1371/journal.pcbi.1001138,21625565,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.7, Weighted sum of stars: 1.0,Good,08 Aug 2013,McPherson A et al.,Technical Advance
How the dynamics and structure of sexual contact networks shape pathogen phylogenies.,https://doi.org/10.1371/journal.pcbi.1003105,23818840,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.12, Weighted sum of stars: 2.0,Very Good,23 Jul 2013,Robinson K et al.,Interesting Hypothesis
Coarse-grained molecular simulation of epidermal growth factor receptor protein tyrosine kinase multi-site self-phosphorylation.,https://doi.org/10.1371/journal.pcbi.1003435,24453959,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.47, Weighted sum of stars: 1.0,Good,29 May 2014,Koland JG,Interesting Hypothesis
Predictive coding of dynamical variables in balanced spiking networks.,https://doi.org/10.1371/journal.pcbi.1003258,24244113,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.23, Weighted sum of stars: 2.0,Very Good,14 May 2014,Boerlin M et al.,Interesting Hypothesis
Predictive coding of dynamical variables in balanced spiking networks.,https://doi.org/10.1371/journal.pcbi.1003258,24244113,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.23, Weighted sum of stars: 2.0,Very Good,14 May 2014,Boerlin M et al.,Technical Advance
How the dynamics and structure of sexual contact networks shape pathogen phylogenies.,https://doi.org/10.1371/journal.pcbi.1003105,23818840,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.12, Weighted sum of stars: 2.0,Very Good,23 Jul 2013,Robinson K et al.,New Finding
A kinetic platform to determine the fate of nitric oxide in Escherichia coli.,https://doi.org/10.1371/journal.pcbi.1003049,23658508,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 3.0,Good,21 May 2013,"Robinson JL, Brynildsen MP",Interesting Hypothesis
A kinetic platform to determine the fate of nitric oxide in Escherichia coli.,https://doi.org/10.1371/journal.pcbi.1003049,23658508,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 3.0,Good,21 May 2013,"Robinson JL, Brynildsen MP",New Finding
A kinetic platform to determine the fate of nitric oxide in Escherichia coli.,https://doi.org/10.1371/journal.pcbi.1003049,23658508,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 3.0,Good,21 May 2013,"Robinson JL, Brynildsen MP",Technical Advance
Bacteria-human somatic cell lateral gene transfer is enriched in cancer samples.,https://doi.org/10.1371/journal.pcbi.1003107,23840181,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.02, Weighted sum of stars: 2.0,Very Good,04 Jul 2013,Riley DR et al.,Controversial
Bacteria-human somatic cell lateral gene transfer is enriched in cancer samples.,https://doi.org/10.1371/journal.pcbi.1003107,23840181,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.02, Weighted sum of stars: 2.0,Very Good,04 Jul 2013,Riley DR et al.,Good for Teaching
Bacteria-human somatic cell lateral gene transfer is enriched in cancer samples.,https://doi.org/10.1371/journal.pcbi.1003107,23840181,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.02, Weighted sum of stars: 2.0,Very Good,04 Jul 2013,Riley DR et al.,Interesting Hypothesis
Bacteria-human somatic cell lateral gene transfer is enriched in cancer samples.,https://doi.org/10.1371/journal.pcbi.1003107,23840181,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.02, Weighted sum of stars: 2.0,Very Good,04 Jul 2013,Riley DR et al.,New Finding
Computational assessment of the cooperativity between RNA binding proteins and MicroRNAs in Transcript Decay.,https://doi.org/10.1371/journal.pcbi.1003075,23737738,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.58, Weighted sum of stars: 1.0,Good,04 Jul 2013,Jiang P et al.,New Finding
A two-state model for the dynamics of the pyrophosphate ion release in bacterial RNA polymerase.,https://doi.org/10.1371/journal.pcbi.1003020,23592966,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,23 Jun 2013,Da LT et al.,Interesting Hypothesis
A two-state model for the dynamics of the pyrophosphate ion release in bacterial RNA polymerase.,https://doi.org/10.1371/journal.pcbi.1003020,23592966,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,23 Jun 2013,Da LT et al.,New Finding
Bayesian computation emerges in generic cortical microcircuits through spike-timing-dependent plasticity.,https://doi.org/10.1371/journal.pcbi.1003037,23633941,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.23, Weighted sum of stars: 2.0,Very Good,02 Jun 2013,Nessler B et al.,Interesting Hypothesis
Bayesian computation emerges in generic cortical microcircuits through spike-timing-dependent plasticity.,https://doi.org/10.1371/journal.pcbi.1003037,23633941,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.23, Weighted sum of stars: 2.0,Very Good,02 Jun 2013,Nessler B et al.,Technical Advance
Origin and evolution of protein fold designs inferred from phylogenomic analysis of CATH domain structures in proteomes.,https://doi.org/10.1371/journal.pcbi.1003009,23555236,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.08, Weighted sum of stars: 2.0,Very Good,30 May 2013,"Bukhari SA, Caetano-Anollés G",Good for Teaching
Origin and evolution of protein fold designs inferred from phylogenomic analysis of CATH domain structures in proteomes.,https://doi.org/10.1371/journal.pcbi.1003009,23555236,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.08, Weighted sum of stars: 2.0,Very Good,30 May 2013,"Bukhari SA, Caetano-Anollés G",Interesting Hypothesis
Angiogenesis: an adaptive dynamic biological patterning problem.,https://doi.org/10.1371/journal.pcbi.1002983,23555218,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.19, Weighted sum of stars: 2.0,Very Good,07 Apr 2013,Secomb TW et al.,Interesting Hypothesis
Cytoskeletal signaling: is memory encoded in microtubule lattices by CaMKII phosphorylation?,https://doi.org/10.1371/journal.pcbi.1002421,22412364,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.27, Weighted sum of stars: 2.0,Very Good,04 Apr 2013,Craddock TJ et al.,Interesting Hypothesis
Origin and evolution of protein fold designs inferred from phylogenomic analysis of CATH domain structures in proteomes.,https://doi.org/10.1371/journal.pcbi.1003009,23555236,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.08, Weighted sum of stars: 2.0,Very Good,30 May 2013,"Bukhari SA, Caetano-Anollés G",New Finding
A mathematical framework for protein structure comparison.,https://doi.org/10.1371/journal.pcbi.1001075,21304929,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.27, Weighted sum of stars: 1.0,Good,20 May 2013,Liu W et al.,Interesting Hypothesis
A mathematical framework for protein structure comparison.,https://doi.org/10.1371/journal.pcbi.1001075,21304929,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.27, Weighted sum of stars: 1.0,Good,20 May 2013,Liu W et al.,Technical Advance
Interpretation of genomic variants using a unified biological network approach.,https://doi.org/10.1371/journal.pcbi.1002886,23505346,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.72, Weighted sum of stars: 1.0,Good,24 Apr 2013,Khurana E et al.,New Finding
Cytoskeletal signaling: is memory encoded in microtubule lattices by CaMKII phosphorylation?,https://doi.org/10.1371/journal.pcbi.1002421,22412364,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.27, Weighted sum of stars: 2.0,Very Good,04 Apr 2013,Craddock TJ et al.,Technical Advance
Discriminating external and internal causes for heading changes in freely flying Drosophila.,https://doi.org/10.1371/journal.pcbi.1002891,23468601,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 4.0,Exceptional,24 Mar 2013,Censi A et al.,New Finding
Discriminating external and internal causes for heading changes in freely flying Drosophila.,https://doi.org/10.1371/journal.pcbi.1002891,23468601,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.1, Weighted sum of stars: 4.0,Exceptional,24 Mar 2013,Censi A et al.,Technical Advance
Lipid tail protrusion in simulations predicts fusogenic activity of influenza fusion peptide mutants and conformational models.,https://doi.org/10.1371/journal.pcbi.1002950,23505359,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.46, Weighted sum of stars: 2.0,Very Good,18 Mar 2013,"Larsson P, Kasson PM",Interesting Hypothesis
Lipid tail protrusion in simulations predicts fusogenic activity of influenza fusion peptide mutants and conformational models.,https://doi.org/10.1371/journal.pcbi.1002950,23505359,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.46, Weighted sum of stars: 2.0,Very Good,18 Mar 2013,"Larsson P, Kasson PM",New Finding
Identifying transmission cycles at the human-animal interface: the role of animal reservoirs in maintaining gambiense human african trypanosomiasis.,https://doi.org/10.1371/journal.pcbi.1002855,23341760,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.34, Weighted sum of stars: 1.0,Good,18 Feb 2013,Funk S et al.,Confirmation
Interpretation of genomic variants using a unified biological network approach.,https://doi.org/10.1371/journal.pcbi.1002886,23505346,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.72, Weighted sum of stars: 1.0,Good,24 Apr 2013,Khurana E et al.,Technical Advance
Druggable protein interaction sites are more predisposed to surface pocket formation than the rest of the protein surface.,https://doi.org/10.1371/journal.pcbi.1002951,23505360,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.1, Weighted sum of stars: 1.0,Good,22 Apr 2013,"Johnson DK, Karanicolas J",Interesting Hypothesis
Identifying transmission cycles at the human-animal interface: the role of animal reservoirs in maintaining gambiense human african trypanosomiasis.,https://doi.org/10.1371/journal.pcbi.1002855,23341760,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.34, Weighted sum of stars: 1.0,Good,18 Feb 2013,Funk S et al.,New Finding
Proteome sampling by the HLA class I antigen processing pathway.,https://doi.org/10.1371/journal.pcbi.1002517,22615552,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 2.0,Very Good,28 Jan 2013,Hoof I et al.,Confirmation
Proteome sampling by the HLA class I antigen processing pathway.,https://doi.org/10.1371/journal.pcbi.1002517,22615552,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 2.0,Very Good,28 Jan 2013,Hoof I et al.,Interesting Hypothesis
Quantifying the contribution of the liver to glucose homeostasis: a detailed kinetic model of human hepatic glucose metabolism.,https://doi.org/10.1371/journal.pcbi.1002577,22761565,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.72, Weighted sum of stars: 1.0,Good,13 Jul 2012,König M et al.,Technical Advance
